,subject_id,relation,object_id,question,subject_name,object_name,qid,topic_words,topic_words_names,golden_word,golden_word_name,word_score,type,type_name
167,/m/027n3qz,/people/person/gender,/m/05zppz,what is imam mustafayev's gender,Imam Mustafayev,Male,167,"[u'/m/0jwm_mg', u'/m/026fjs0', u'/m/05css9', u'/m/03hzntb', u'/m/0f1k7v', u'/m/0hn84hc', u'/m/0f6bjv', u'/m/02qvznp', u'/m/07646n', u'/m/03qspqt', u'/m/027n3qz']","[u'Rami Imam', u'Fakhar Imam', u'Jahanara Imam', u'Sheikh Imam', u'Imam Sadiq University', u'Syed Hasan Imam', u'Imam Khomeini International University', u'Imam Abbas Mosque bombing', u'Imam Muhammad ibn Saud Islamic University', u""Dargah of Ala'Hazrat Imam Ahmed Raza Khan in Bareilly, India"", u'Imam Mustafayev']",/m/027n3qz,Imam Mustafayev,"[0.5, 0.5, 0.5, 0.5, 0.416667, 0.416667, 0.375, 0.375, 0.333333, 0.295455, 2.0]",/m/022tfrk,Deceased Person
168,/m/08b8p3,/common/topic/notable_types,/m/01xljr7,What is darren dods known for doing for a profession,Darren Dods,Football player,168,"[u'/m/071lhq', u'/m/09k6v5q', u'/m/09wq2b', u'/m/0gd2kf1', u'/m/0brcf4', u'/m/0284v82', u'/m/049f88j', u'/m/026l6y7', u'/m/0gmcjx8', u'/m/0c5ljc', u'/m/08b8p3']","[u'Darren Ward', u'Darren Farris', u""Darren O'Dea"", u""Darren O'Hare"", u'Darren Bragg', u'Darren Caskey', u'Darren Seltmann', u'Darren Quigley', u'Darren Holden', u'Darren Perry', u'Darren Dods']",/m/08b8p3,Darren Dods,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 2.0]",/m/01xljr7,Football player
169,/m/0f2szkv,/music/release/track,/m/0nhphr,Which song does christina aguilera sing?,Christina Aguilera,I Turn to You (Thunderpuss remix),169,"[u'/m/047txk_', u'/m/0y89q8w', u'/m/0svns1l', u'/m/0gcdl8h', u'/m/01fvy1', u'/m/05bzvx_', u'/m/0k22s3t', u'/m/03m7d3', u'/m/09btt1', u'/m/0jsl2t1', u'/m/0f2szkv']","[u'Christina Sauv\xe9', u'Christina Kinne', u'Christina Blevins', u'Christina Rumore', u'Fort Christina', u'Christina Lugner', u'Christina Papagjika', u'Rick Aguilera', u'Christina Hendricks', u'Christina Choo', u'Christina Aguilera']",/m/0f2szkv,Christina Aguilera,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 2.0]",/m/01xlj26,Musical Release
170,/m/03z2_m,/people/person/nationality,/m/09c7w0,what country is anthony lane from,Anthony Lane,United States of America,170,"[u'/m/03c_xs3', u'/m/02pyl5_', u'/m/0fycjpl', u'/m/05zkd54', u'/m/0kdv7n2', u'/m/02wx7wc', u'/m/093y0q', u'/m/02gkmd', u'/m/07j3r3', u'/m/02pkzh3', u'/m/03z2_m']","[u'Anthony Kearns', u'Anthony Newman', u'Dust Lane', u'Anthony Hunt', u'Anthony Perkins', u'Anthony Meindl', u'Anthony Ervin', u'Anthony Goicolea', u'Anthony Howard', u'Anthony Scillia', u'Anthony Lane']",/m/03z2_m,Anthony Lane,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 2.0]",/m/0kpyrz,Film critic
171,/m/05h2f67,/people/person/place_of_birth,/m/0chghy,Where was tamara oudyn born?,Tamara Oudyn,Australia,171,"[u'/m/0y5dhjf', u'/m/0fw29rc', u'/m/0pxm_hw', u'/m/0wyhcws', u'/m/0mfz318', u'/m/0mlg30_', u'/m/0f2xd1t', u'/m/01bh881', u'/m/0mksnqz', u'/m/0dvc5b_', u'/m/05h2f67']","[u'Tamara', u'Tamara', u'Tamara', u'Tamara', u'Tamara', u'Tamara', u'Tamara', u'Tamara', u'Tamara', u'Tamara', u'Tamara Oudyn']",/m/05h2f67,Tamara Oudyn,"[0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 2.0]",/m/01xrzlq,TV Actor
172,/m/0ftbl2q,/music/recording/releases,/m/0ftbl2n,where was jungle fever released ,Jungle Fever,"New York Collection, 1972",172,"[u'/m/05qhbb8', u'/m/0ly2gk4', u'/m/0lbmz_j', u'/m/0mys767', u'/m/0zk7ts8', u'/m/0zgy_py', u'/m/0_6g8qm', u'/m/0nrnczy', u'/m/0mxhbk0', u'/m/0f5dmn_', u'/m/0ftbl2q']","[u'Jungle Fever', u'Jungle Fever', u'Jungle Fever', u'Jungle Fever', u'Jungle Fever', u'Jungle Fever', u'Jungle Fever', u'Jungle Fever', u'Jungle Fever', u'Jungle Fever', u'Jungle Fever']",/m/0ftbl2q,Jungle Fever,"[1.000193, 1.000193, 1.000193, 1.000193, 1.0, 1.0, 1.0, 0.000193, 0.000193, 0.000193, 2.0]",/m/0kpv11,Musical Recording
173,/m/0gy03bh,/people/person/place_of_birth,/m/0ctw_b,Where was oliver duff born,Oliver Duff,New Zealand,173,"[u'/m/0ryz2', u'/m/0nptl1h', u'/m/0gkzmtp', u'/m/0cry7kf', u'/m/0y54pmy', u'/m/0qzp2kt', u'/m/0n5bxgm', u'/m/0g1q1yj', u'/m/0dhrdt', u'/m/0gby7th', u'/m/0gy03bh']","[u'Oliver', u'Oliver Twist', u'Oliver Lee', u'Oliver Twisted', u'Oliver!', u'Oliver Taylor', u'Oliver Eckhardt', u'Oliver Twist', u'Oliver Driver', u'Oliver Brandl', u'Oliver Duff']",/m/0gy03bh,Oliver Duff,"[0.75, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 2.0]",/m/01xryvt,Author
174,/m/0xkbzw4,/people/person/gender,/m/05zppz,what is fausto fawcett's gender,Fausto Fawcett,Male,174,"[u'/m/05z35s_', u'/m/0lq5qt', u'/m/0g0j_12', u'/m/0gktbhd', u'/m/035yn59', u'/m/05rfw6', u'/m/0_htyw5', u'/m/0z9n61', u'/m/03g6gvx', u'/m/03hf1f', u'/m/0xkbzw4']","[u'gender', u'What Is Love', u'What Is Wrong', u'What is This for', u""Dug-dug's"", u""Braum's"", u'What If', u'Suicide', u'\xbfSpicchiology?', u""Fazoli's"", u'Fausto Fawcett']",/m/0xkbzw4,Fausto Fawcett,"[0.571429, 0.47619, 0.47619, 0.392857, 0.321429, 0.321429, 0.321429, 0.321429, 0.321429, 0.321429, 2.0]",/m/0kpysb,Composer
175,/m/05c457v,/music/artist/genre,/m/016clz,what type of music is robert roth known for?,Robert Roth,Alternative rock,175,"[u'/m/01ws1mt', u'/m/02c_z9', u'/m/0k0chp', u'/m/04l5k0', u'/m/03d145b', u'/m/0522vk_', u'/m/06wb18', u'/m/0zd5w3c', u'/m/01hy0w', u'/m/0wyjrsl', u'/m/05c457v']","[u'RoBERT', u'Roth', u'Robert Cormack', u'Robert Killigrew', u'Robert Stoltenberg', u'Robert Marve', u'Robert Andrews', u'Robert Allen', u'Robert Greene', u'Robert Leighton', u'Robert Roth']",/m/05c457v,Robert Roth,"[0.75, 0.75, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 2.0]",/m/0kpv1m,Musical Artist
176,/m/01mqjg6,/broadcast/artist/content,/m/04307jx,What type of content of music does joe nichols perform?,Joe Nichols,1Club.FM: Bar Rockin' Country,176,"[u'/m/075q9bg', u'/m/0g9wb8b', u'/m/0jtm_z3', u'/m/0gxm1c3', u'/m/02xc738', u'/m/0tkt_29', u'/m/0173w7', u'/m/01tp7h', u'/m/0jv3tf', u'/m/0kryds', u'/m/01mqjg6']","[u'Joe', u'Little Joe', u'Joe Steinman', u'Joe Magee', u'Joe Comfort', u'Terry Nichols', u'Joe Cornish', u'Joe Fulks', None, u'Joe Warfield', u'Joe Nichols']",/m/01mqjg6,Joe Nichols,"[0.75, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 2.0]",/m/0kpv1m,Musical Artist
177,/m/06f1hy,/aviation/aircraft_model/manufacturer,/m/01ncxn,who is the manufacturer of sikorsky hh-60 jayhawk?,Sikorsky HH-60 Jayhawk,Sikorsky Aircraft,177,"[u'/m/06f1hy', u'/m/01cb9n', u'/m/07ynnv', u'/m/04663nv', u'/m/03tm3c', u'/m/0brnd9', u'/m/02rksz', u'/m/09gd8', u'/m/0fccgy', u'/m/03c27nv']","[u'Sikorsky HH-60 Jayhawk', u'Igor Sikorsky', u'Sikorsky R-4', u'Sikorsky XH-39', u'Sikorsky S-42', u'Sikorsky Memorial Airport', u'Sikorsky CH-53E Super Stallion', u'Sikorsky UH-60 Black Hawk', u'Sikorsky CH-53K King Stallion', u'Igor I. Sikorsky Memorial Bridge']",/m/06f1hy,Sikorsky HH-60 Jayhawk,"[2.0, 0.416667, 0.416667, 0.416667, 0.416667, 0.333333, 0.291667, 0.291667, 0.291667, 0.266667]",/m/01xpjx2,Aircraft model
178,/m/0gf3646,/music/release/track_list,/m/0nppfzs,What is the track list from the release titled legendary,Legendary,Seattle,178,"[u'/m/0g6wh66', u'/m/0fwxvs9', u'/m/03j7k12', u'/m/01kyhpc', u'/m/01qn5mz', u'/m/01jvkt3', u'/m/0b35s4', u'/m/03f_r37', u'/m/082vlm', u'/m/01zkqt', u'/m/0gf3646']","[u'Legendary Disco', u'Legendary RCA Recordings', u'The Legendary George Jones', u'The Legendary Tony Bennett', u'Jingo', u'Orgasm', u'Damo', u'The Legendary Buddy Holly', u'Peter Worthington', u'Mus\xe9e national du Moyen \xc2ge', u'Legendary']",/m/0gf3646,Legendary,"[0.75, 0.666667, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.00188, 0.001504, 2.0]",/m/01xlj26,Musical Release
179,/m/030mykq,/music/release/region,/m/09c7w0,what region was into the great wide open released in?,Into the Great Wide Open,United States of America,179,"[u'/m/0319tpv', u'/m/027s62b', u'/m/0bdt9kx', u'/m/0143l4', u'/m/0glz252', u'/m/04xd_7m', u'/m/0c1fgn', u'/m/0_jsd2m', u'/m/068wjn', u'/m/02qjr_8', u'/m/030mykq']","[u'Wide Open', u'Open', u'Open', u'The Great Game', u'Into the Night', u'The Great Book', u'The Great Escape', u'Wide Open Road', u'The Great Khali', u'Catherine the Great', u'Into the Great Wide Open']",/m/030mykq,Into the Great Wide Open,"[0.7, 0.6, 0.6, 0.533333, 0.533333, 0.533333, 0.533333, 0.533333, 0.533333, 0.533333, 2.0]",/m/03h314x,Consumer product
180,/m/026kbtv,/fictional_universe/fictional_character/gender,/m/05zppz,what is grog's gender,Grog,Male,180,"[u'/m/02133g', u'/m/0fq0y99', u'/m/026kbtv', u'/m/03k4kz', u'/m/0kypl46', u'/m/04y0j', u'/m/038j9n']","[u'Grog', u'Grog', u'Grog', u""B.C. II: Grog's Revenge"", u""BC's Quest for Tires II: Grog's Revenge"", u'Monkey Island', u'Edward Vernon']",/m/026kbtv,Grog,"[1.896321, 1.004023, 1.003017, 0.571429, 0.55, 0.029668, 0.002011]",/m/02hqb47,Comic Book Character
181,/m/05wkw,/visual_art/visual_art_form/artists,/m/0_sqlf4,which artist specializes in photography?,Photography,Yuri Ustinov,181,"[u'/m/0v_yl9g', u'/m/01crxp0', u'/m/0b_jlzv', u'/m/0n8gv8t', u'/m/04p_zwq', u'/m/07z__7', u'/m/05xy3q', u'/m/04wbf7p', u'/m/03cgctt', u'/m/046v_7g', u'/m/05wkw']","[u'Photography', u'Photography', u'Photography', u'Photography', u'Landscape photography', u'Celebrity photography', u'On Photography', u'Digital Photography Handbook', u'Digital Photography Tips from the Top Floor (Video/Audio)', u'Paper Movies: Graphic Design and Photography at Harper\u2019s Bazaar and Vogue, 1934 to 1963', u'Photography']",/m/05wkw,Photography,"[1.000004, 1.000004, 1.000004, 1.000004, 0.75, 0.75, 0.75, 0.666667, 0.55, 0.53125, 2.0]",/m/01y2hbd,Visual Art Form
182,/m/03cs4y4,/media_common/netflix_title/netflix_genres,/m/07s9rl0,what type of film is generation kill,Generation Kill,,182,"[u'/m/03cs4y4', u'/m/0g2pmcz', u'/m/0tmdty', u'/m/0crtsn8', u'/m/0cqc2c', u'/m/0n64ywm', u'/m/0drh5f', u'/m/0djb_44', u'/m/04t3kj4', u'/m/05ztht2']","[u'Generation Kill', u'Every Generation', u'My Generation', u'Generation RX', u'Kill Kenada', u'Generation Kunduz', u'My Generation', u'Road Kill', u'Kill Game', u'Generation Genocide']",/m/03cs4y4,Generation Kill,"[1.774759, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",/m/01xrzk0,TV Programme
183,/m/01rz_gh,/music/artist/label,/m/0g768,which recording label is webbie with?,Webbie,Atlantic Records,183,"[u'/m/01rz_gh', u'/m/0280sl']","[u'Webbie', u'James Webb Space Telescope']",/m/01rz_gh,Webbie,"[1.626462, 0.126154]",/m/0kpysb,Composer
184,/m/01_l6m3,/location/location/contains,/m/03hhthz,what is located in fort washington?,Fort Washington,Harmony Hall,184,"[u'/m/0k_b59y', u'/m/0xbmc', u'/m/0lt72mp', u'/m/076d9m8', u'/m/04bbg1l', u'/m/081yw', u'/m/0lxd6hp', u'/m/0lgsll6', u'/m/0762zr3', u'/m/0npdv86', u'/m/01_l6m3']","[u'Washington', u'Washington', u'Washington', u'Washington', u'Washington', u'Washington', u'Washington', u'Washington', u'Washington', u'Washington', u'Fort Washington']",/m/01_l6m3,Fort Washington,"[0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 2.0]",/m/0kpyns,US Census Designated Place
185,/m/0rk3p,/location/hud_county_place/county,/m/0jgm8,"What county has jurisdiction over chokoloskee, florida",Chokoloskee,Collier County,185,"[u'/m/079kxhz', u'/m/0f9g56w', u'/m/0n70bbv', u'/m/0y7n4xl', u'/m/0sp3cgk', u'/m/0wz1gms', u'/m/0fz06mb', u'/m/0lx5l4x', u'/m/05djlkj', u'/m/0lzmsxf', u'/m/0rk3p']","[u'Florida', u'Florida', u'Florida', u'Florida', u'Florida', u'Florida', u'Florida', u'Florida', u'Florida', u'Florida', u'Chokoloskee']",/m/0rk3p,Chokoloskee,"[0.666667, 0.666667, 0.666667, 0.666667, 0.666667, 0.666667, 0.666667, 0.666667, 0.666667, 0.666667, 2.0]",/m/0kpyns,US Census Designated Place
186,/m/05239zx,/people/person/nationality,/m/09c7w0,which country is john berry from ,John Berry,United States of America,186,"[u'/m/0640z0f', u'/m/02874p0', u'/m/05w50mw', u'/m/027_b33', u'/m/0188mp', u'/m/026g534', u'/m/03l7bn', u'/m/02r16zq', u'/m/07db65', u'/m/03c64w3', u'/m/05239zx']","[u'John Berry', u'John', u'John Crawford', u'John Bell', u'John MacBride', u'John Belgrave', u'John Christy', u'John Stape', u'John Dahl', u'John Edwards', u'John Berry']",/m/05239zx,John Berry,"[1.014502, 0.75, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 2.0]",/m/02xlh55,Politician
187,/m/0l67pfd,/music/release_track/release,/m/034qff9,In which album is belfast featured on,Belfast,The Magic of Boney M: 20 Golden Hits,187,"[u'/m/0tsc2wy', u'/m/04b651q', u'/m/0lndldj', u'/m/0zx6kww', u'/m/0mb2y18', u'/m/0mb50h8', u'/m/0mjlvx3', u'/m/03qqx0m', u'/m/0k0s7xc', u'/m/0k33qn9', u'/m/0l67pfd']","[u'Belfast', u'Belfast', u'Belfast', u'Belfast', u'Belfast', u'Belfast', u'Belfast', u'Belfast', u'Belfast', None, u'Belfast']",/m/0l67pfd,Belfast,"[1.000001, 1.000001, 1.000001, 1.0, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2.0]",,
188,/m/0n8_h72,/people/person/profession,/m/04gc2,What is joseph meyer's job,Joseph Meyer,Lawyer,188,"[u'/m/05x6f4j', u'/m/0hcf75l', u'/m/0v9vxv8', u'/m/0t_k15_', u'/m/0pdtd19', u'/m/0nmp6h0', u'/m/0d_2n4q', u'/m/09p24d8', u'/m/0fxg3jn', u'/m/0c3xsgn', u'/m/0n8_h72']","[u'Joseph', u'Joseph', u'Joseph', u'Joseph', u'Joseph', u'Joseph', u'Joseph', u'Joseph', u'Joseph', u'Joseph', u'Joseph Meyer']",/m/0n8_h72,Joseph Meyer,"[0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 2.0]",/m/02xlh55,Politician
189,/m/0n30vkj,/film/film/edited_by,/m/0n30vkk,Who edited the film eclipse,Eclipse,Mark France,189,"[u'/m/0dy8gv6', u'/m/0nm862d', u'/m/0g65rrz', u'/m/0dqr2ry', u'/m/0nr7m8m', u'/m/01bbymg', u'/m/0nv0qvt', u'/m/0vcvcj5', u'/m/0l8mcv_', u'/m/07mh57p', u'/m/0n30vkj']","[u'Eclipse', u'Eclipse', u'Eclipse', u'Eclipse', u'Eclipse', u'Eclipse', u'Eclipse', u'Eclipse', u'Eclipse', u'Eclipse', u'Eclipse']",/m/0n30vkj,Eclipse,"[1.000001, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2.0]",/m/02kl65p,Award-Winning Work
190,/m/01wgr,/media_common/netflix_genre/titles,/m/0bgbtcv,what's a czech language film on netflix,Czech Language,Marian,190,"[u'/m/0hmvp68', u'/m/0chl7m2', u'/m/0lh_6j9', u'/m/0khy002', u'/m/075hkkt', u'/m/025dy9n', u'/m/0qfz58_', u'/m/04nt7gy', u'/m/0phf2s', u'/m/0436jky', u'/m/01wgr']","[u'Language', u'Language', u'Language', u'Language', u'language', u'Language', u'Language', u'Language', u'Language', u'Language', u'Czech Language']",/m/01wgr,Czech Language,"[0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 2.0]",/m/0358,Human Language
191,/m/04n1h7h,/book/book/genre,/m/05hgj,What kind of book is home?,Home,Novel,191,"[u'/m/01sdsz1', u'/m/05yv8j4', u'/m/03fp0g3', u'/m/03fznrs', u'/m/02x007d', u'/m/0dgq1mv', u'/m/0fs7wq4', u'/m/026sy87', u'/m/03n2_q', u'/m/0xbw8', u'/m/04n1h7h']","[u'Home', None, u'Home', u'Home', u'Home', u'Home', u'Welcome Home', u'Home movies', u'Home improvement', u'Home Township', u'Home']",/m/04n1h7h,Home,"[1.000714, 1.000449, 1.000064, 1.000064, 1.000064, 1.000064, 0.75, 0.75, 0.003048, 0.000787, 2.0]",/m/01xryvm,Book
192,/m/03s8jyz,/common/licensed_object/license,/m/05smz,gmu law school deals with what type of licencing issues?,Gmu law school,Public domain,192,"[u'/m/0921h6', u'/m/02m43p', u'/m/03b8c4', u'/m/0g1y4n', u'/m/0gr_8d', u'/m/02pk5nt', u'/m/0jk8fjy', u'/m/0ct8_j', u'/m/0bs8zjv', u'/m/0d8nk4', u'/m/03s8jyz']","[u'Law school', u'Vermont Law School', u'Loyola Law School', u'Baylor Law School', u'Melbourne Law School', u'Wayne State University Law School', u'City Law School Northampton Square, main campus', u'Ascham School', u'Lowell School', u'Privacy law', u'Gmu law school']",/m/03s8jyz,Gmu law school,"[0.833333, 0.666667, 0.666667, 0.666667, 0.583333, 0.533333, 0.458333, 0.416667, 0.416667, 0.416667, 2.0]",,
193,/m/08phg9,/film/film/featured_film_locations,/m/0k__z,which university was star trek filmed at,Star Trek,"California State University, Northridge",193,"[u'/m/0kv3vlp', u'/m/0dmj90q', u'/m/0m8j8qh', u'/m/0f1k9v_', u'/m/0lflf_3', u'/m/0tn_q7m', u'/m/06qwh', u'/m/04dywj', u'/m/011gl_b', u'/m/0m7wqx', u'/m/08phg9']","[u'Star Trek', u'Star Trek: Music From the Motion Picture', u'Star Trek', u'Star Trek', u'Star Trek', u'Star Trek', u'Star Trek: The Original Series', u'Star Trek Online', u'Star Trek', u'Star Trek', u'Star Trek']",/m/08phg9,Star Trek,"[1.000006, 1.000006, 1.000006, 1.000006, 1.0, 1.0, 0.133081, 0.001824, 0.000198, 1.9e-05, 2.0]",/m/0jsg2m,Film
194,/m/0crs0df,/film/film/genre,/m/0jtdp,What type of film is horses: the story of equus: imax?,Horses: The Story of Equus: IMAX,Documentary film,194,"[u'/m/01j2m5v', u'/m/03fp48t', u'/m/04f3g44', u'/m/03bv2l5', u'/m/0gkr446', u'/m/01fhbz0', u'/m/0k3d9yt', u'/m/09v8sz8', u'/m/0crsd_4', u'/m/0z2m4xr', u'/m/0crs0df']","[u'The Story Of', u'The Story', u'Heavy: The Story of Metal', u'APM: The Story', u'The story of Mr.Sorry', u'The Story of Us', u'The Story of Cholera', u'Indian Captive: The Story of Mary Jemison', u'High Lonesome: The Story of Bluegrass Music', u'The Servant: The Story of Bang Ja', u'Horses: The Story of Equus: IMAX']",/m/0crs0df,Horses: The Story of Equus: IMAX,"[0.6875, 0.625, 0.583333, 0.5625, 0.5625, 0.5625, 0.5625, 0.5, 0.5, 0.5, 2.0]",/m/0jsg2m,Film
195,/m/03_99l,/people/person/ethnicity,/m/02m0kh,kolo touré is of what ethnic background,Kolo Touré,Mandinka people,195,"[u'/m/03mbjy9', u'/m/02qj9pc', u'/m/03bztdd', u'/m/03hznx7', u'/m/0wz9g8t', u'/m/0ztf6mh', u'/m/0nhc84b', u'/m/07lskv', u'/m/0tkrrp4', u'/m/0mpxj0', u'/m/03_99l']","[u'Larsen Tour\xe9', u'Jos\xe9 Tour\xe9', u'Ibrahima Tour\xe9', u'Isma\xefla Tour\xe9', u'Aminata Tour\xe9', u'S\xe9kou Tour\xe9', u'Sidi Tour\xe9', u'Yaya Tour\xe9', u'Cheikh Oumar Cyrille Tour\xe9', u'Slavonic Dances for Orchestra, B. 147, op. 72: No. 7 in C major: Allegro vivace', u'Kolo Tour\xe9']",/m/03_99l,Kolo Touré,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.375, 0.283333, 2.0]",/m/01xljr7,Football player
196,/m/01k57j,/computer/software/software_genre,/m/060b5,what kinds of software is mldonkey,MLDonkey,Peer-to-peer,196,[u'/m/01k57j'],[u'MLDonkey'],/m/01k57j,MLDonkey,[2.0],/m/01xrvrv,Software
197,/m/04f1gk1,/film/film/country,/m/09c7w0,what country is cosmic ray from,Cosmic Ray,United States of America,197,"[u'/m/0gcxhj0', u'/m/05my_hq', u'/m/0gmnxq', u'/m/04ct0lb', u'/m/045v88', u'/m/02w1gt8', u'/m/03gzz65', u'/m/03yn57b', u'/m/0vxpjqf', u'/m/01n4dv', u'/m/04f1gk1']","[u'Ray Mayer', u'Ray Wilson', u'Ray Richards', u'Joie Ray', u'Ray Guy', u'Ray Guarendi', u'Ray Robinson', u'Ray Smith', u'Ray Landry', u'Ray Kroc', u'Cosmic Ray']",/m/04f1gk1,Cosmic Ray,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 2.0]",/m/0jsg2m,Film
198,/m/01pbg9,/book/author/book_editions_published,/m/04v62pd,What is a book edition that was published by katharine kerr?,Katharine Kerr,Darkspell,198,"[u'/m/07lsdm', u'/m/02748tv', u'/m/09_h03', u'/m/0j_9j2l', u'/m/0277c89', u'/m/0cpv65', u'/m/0jwxxqk', u'/m/0c0m5sn', u'/m/04yg01x', u'/m/0gbzpb3', u'/m/01pbg9']","[u'Jerry Kerr', u'Edward Kerr', u'James Kerr', u'Kitty Kerr', u'Katharine Carl', u'Katharine Bushnell', u'Chris Kerr', u'Frank Kerr', u'Ally Kerr', u'Charles Kerr', u'Katharine Kerr']",/m/01pbg9,Katharine Kerr,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 2.0]",/m/01xryvt,Author
199,/m/04j2w1,/people/person/nationality,/m/03rjj,what is the nationality of lorenzo maitani?,Lorenzo Maitani,Italy,199,"[u'/m/048p41p', u'/m/0nh208j', u'/m/0h639lk', u'/m/025yvwr', u'/m/08_ncl', u'/m/0bc5xz', u'/m/04z6cq', u'/m/05p1hvz', u'/m/06y234', u'/m/09w43zy', u'/m/04j2w1']","[u'Lorenzo Station, California', u'Lorenzo Palminteri', u'Lorenzo Scattorin', u'Lorenzo Fern\xe1ndez', u'Lorenzo Neal', u'Lorenzo Manta', u'Lorenzo Buffon', u'Lorenzo Barcel\xf3', u'Lorenzo Zepeda', u'Lorenzo Hagerman', u'Lorenzo Maitani']",/m/04j2w1,Lorenzo Maitani,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 2.0]",/m/01xljt3,Architect
200,/m/0l14g2,/music/album_content_type/albums,/m/0gf1r6_,Name a popular live album,Live Album,Live at the Funky Quarters,200,"[u'/m/01j5p0p', u'/m/05szvq1', u'/m/0fpw1z', u'/m/03ck_45', u'/m/03jkzp2', u'/m/0g8d237', u'/m/0fzn5lz', u'/m/03g5n1b', u'/m/043mkm0', u'/m/0g8d4_5', u'/m/0l14g2']","[u'Live', u'Live', u'Live', u'Live', u'Live', u'Live', u'Live', u'Live', u'Live', u'Live', u'Live Album']",/m/0l14g2,Live Album,"[0.756522, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 2.0]",/m/02p6_hz,Media genre
201,/m/059bm9y,/book/written_work/subjects,/m/03gg9,what is fundamentals of anatomy & physiology about ,Fundamentals of Anatomy & Physiology,Human anatomy,201,"[u'/m/03jb994', u'/m/01mg1dm', u'/m/02zmm4', u'/m/0fxtxl', u'/m/01m6qqy', u'/m/01xrz43', u'/m/01nkzy6', u'/m/0dqwgh_', u'/m/01hct9y', u'/m/0ttw36m', u'/m/059bm9y']","[u'Anatomy', u'Best Of', u'Of Montreal', u'Cell physiology', u'Best Of', u'Imprint of', u'Best Of', u'Best Of', u'Best Of', u'Best Of', u'Fundamentals of Anatomy & Physiology']",/m/059bm9y,Fundamentals of Anatomy & Physiology,"[0.6, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 2.0]",/m/01xryvm,Book
202,/m/04n4cpz,/film/film/genre,/m/082gq,what is the genre of the film for freedom,For Freedom,War film,202,"[u'/m/04j2bv5', u'/m/0_kkd2l', u'/m/0qhd2cj', u'/m/0zq31qp', u'/m/0j3gbl7', u'/m/047q_z', u'/m/04t135y', u'/m/047bh6', u'/m/04lknx', u'/m/01rnvtl', u'/m/04n4cpz']","[u'Lust for Freedom', u'Freedom', u'Freedom', u'For Dad', u'For Love', u'For Squirrels', u'Freedom road', u'Freedom Trail', u'Freedom Beast', u'For Against', u'For Freedom']",/m/04n4cpz,For Freedom,"[0.833333, 0.75, 0.75, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 2.0]",/m/0jsg2m,Film
203,/m/0jwgd8v,/tv/tv_series_episode/series,/m/01wxg4,what series had the tv episode titled  pilot,Pilot,The State,203,"[u'/m/07ms_br', u'/m/05dmsx8', u'/m/0gj0jsx', u'/m/0w1zlty', u'/m/0kbbtjs', u'/m/0j_725j', u'/m/06xfjl9', u'/m/0ggnq31', u'/m/07knm34', u'/m/0bgqpfv', u'/m/0jwgd8v']","[u'Pilot', u'Pilot', u'Pilot', u'Pilot', u'Pilot', u'Pilot', u'Pilot', u'Pilot', u'Pilot', u'Pilot', u'Pilot']",/m/0jwgd8v,Pilot,"[1.000005, 5e-06, 5e-06, 5e-06, 5e-06, 5e-06, 5e-06, 5e-06, 5e-06, 5e-06, 2.0]",/m/01xrzlb,TV Episode
